,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,form-energy,,
8017,Ga2STe+TeInAlS-1,0.039,Direct,3.915,0.3434,0.1668,0.684,0.0133,5,-0.23987272,,
8018,Ga2STe+TeInAlS-2,-0.081,Indirect,3.906,0.6946,0,0.6974,0,3,-0.18973141,,
8019,Ga2STe+TeInAlS-3,0.005,Indirect,3.908,0.3555,0.2757,0.6997,0.0006,5,-0.20851335,,
8020,Ga2STe+TeInAlSe-1,0.348,Direct,3.964,0.2814,0.2557,0.6787,0.0139,5,-0.19257799,,
8021,Ga2STe+TeInAlSe-2,-0.047,Indirect,3.972,0.6857,0.0021,0.6899,0,3,-0.14937509,,
8022,Ga2STe+TeInAlSe-3,0.001,Direct,3.963,0.6808,0.0107,0.0519,0.5745,2,-0.16006144,,
8023,Ga2STe+TeInGaS-1,0.001,Direct,3.922,0.681,0.0155,0.6821,0.0154,1,-0.23049726,,
8024,Ga2STe+TeInGaS-2,0.009,Direct,3.921,0.5683,0.075,0.6994,0,1,-0.17200715,,
8025,Ga2STe+TeInGaS-3,-0.002,Indirect,3.93,0.4833,0.1896,0.6987,0.0005,3,-0.19815092,,
8026,Ga2STe+TeInGaSe-1,0.29,Direct,3.973,0.4275,0.2092,0.6793,0.0158,5,-0.17813668,,
8027,Ga2STe+TeInGaSe-2,0.121,Direct,3.978,0.077,0.5679,0.6928,0,2,-0.13503981,,
8028,Ga2STe+TeInGaSe-3,0.005,Direct,3.978,0.0711,0.5645,0.6904,0.0025,2,-0.14643467,,
8029,GaAlS2+GaAlSe2-2,1.705,Indirect,3.688,0.0585,0.2107,0.2691,0.3154,6,-0.08367975,,
8030,GaAlS2+GaAlSe2-1,1.509,Indirect,3.693,0.0108,0.2642,0.3733,0.2132,5,-0.09556408,,
8031,GaAlS2+GaAlSe2-3,1.524,Indirect,3.687,0.2819,0.0334,0.0839,0.4973,2,-0.08918892,,
8032,GaAlS2+GaAlTe2-1,0.169,Direct,3.847,0.0559,0.5199,0.6907,0.0007,2,0.42199366,,
8033,GaAlS2+GaAlTe2-2,0.472,Direct,3.85,0.0261,0.5295,0.6908,0,2,0.4353004,,
8034,GaAlS2+GaAlTe2-3,0.851,Direct,3.864,0.0284,0.5286,0.6866,0.0003,2,0.42901724,,
8035,GaAlS2+In2SeTe-1,-0.068,Indirect,3.9,0.3608,0.2797,0.7005,0.0004,3,0.60139464,,
8036,GaAlS2+In2SeTe-2,0.365,Direct,3.878,0.0994,0.4737,0.7046,0,2,0.63255927,,
8037,GaAlS2+In2SeTe-3,0.199,Direct,3.88,0.0606,0.5021,0.7028,0.0004,2,0.62215312,,
8038,GaAlS2+In2SSe-1,1.258,Direct,3.782,0.0759,0.4961,0.7367,0.0012,2,0.16147787,,
8039,GaAlS2+In2SSe-2,1.375,Indirect,3.772,0.4676,0.1355,0.0415,0.5473,5,0.18376616,,
8040,GaAlS2+In2SSe-3,1.477,Indirect,3.78,0.361,0.2297,0.0638,0.5266,5,0.16926178,,
8041,GaAlS2+In2STe-1,-0.058,Indirect,3.837,0.0306,0.249,0.7076,0.0009,3,0.44110101,,
8042,GaAlS2+In2STe-2,0.468,Direct,3.855,0.3405,0.2615,0.7056,0,5,0.46269105,,
8043,GaAlS2+In2STe-3,0.156,Direct,3.839,0.1014,0.4643,0.7076,0.0004,2,0.45673831,,
8044,GaAlS2+InAlS2-1,1.448,Indirect,3.657,0.2942,0.0131,0.1387,0.4543,5,-0.13548745,,
8045,GaAlS2+InAlS2-2,1.625,Indirect,3.663,0.1638,0.1134,0.7218,0,5,-0.1186628,,
8046,GaAlS2+InAlS2-3,0.925,Indirect,3.656,0.3019,0.0041,0.0361,0.54,2,-0.12806477,,
8047,GaAlS2+InAlSe2-1,1.151,Indirect,3.74,0.0786,0.2143,0.7386,0.0015,5,0.03983921,,
8048,GaAlS2+InAlSe2-2,1.007,Indirect,3.744,0.0737,0.1934,0.7394,0,5,0.0571172,,
8049,GaAlS2+InAlSe2-3,1.219,Indirect,3.74,0.3258,0.0173,0.0652,0.5235,2,0.04916922,,
8050,GaAlS2+InAlTe2-1,-0.071,Indirect,3.906,0.5913,0.0878,0.6983,0.0005,3,0.64411833,,
8051,GaAlS2+InAlTe2-2,-0.019,Indirect,3.897,0.3821,0.2512,0.6992,0,3,0.66778375,,
8052,GaAlS2+InAlTe2-3,0.173,Direct,3.906,0.0308,0.5278,0.6969,0.0003,2,0.66532323,,
8053,GaAlS2+InGaS2-1,1.751,Indirect,3.671,0.089,0.2287,0.1994,0.4135,6,-0.11621183,,
8054,GaAlS2+InGaS2-2,1.668,Indirect,3.669,0.5974,0.0423,0.0722,0.5129,2,-0.10401687,,
8055,GaAlS2+InGaS2-3,1.327,Indirect,3.67,0.6071,0.0311,0.046,0.5372,2,-0.10821401,,
8056,GaAlS2+InGaSe2-1,1.239,Indirect,3.753,0.0231,0.2549,0.739,0.0014,2,0.0712218,,
8057,GaAlS2+InGaSe2-2,1.549,Indirect,3.755,0.1676,0.1692,0.7404,0,5,0.08249631,,
8058,GaAlS2+InGaSe2-3,1.462,Indirect,3.743,0.4118,0.0613,0.0847,0.5143,2,0.08428917,,
8059,GaAlS2+InGaTe2-1,-0.05,Indirect,3.919,0.2954,0.3346,0.6992,0.0005,3,0.66831604,,
8060,GaAlS2+InGaTe2-2,0.005,Direct,3.909,0.7002,0,0.6999,0.0001,1,0.68884822,,
8061,GaAlS2+InGaTe2-3,0.251,Direct,3.912,0.0421,0.5218,0.6978,0.0003,2,0.68453451,,
8062,GaAlS2+SeGaAlS-1,1.452,Indirect,3.642,0.0202,0.2617,0.7351,0.0013,2,-0.16669876,,
8063,GaAlS2+SeGaAlS-2,1.565,Indirect,3.64,0.1123,0.1535,0.7368,0,5,-0.14338089,,
8064,GaAlS2+SeGaAlS-3,1.486,Indirect,3.641,0.2576,0.0176,0.0933,0.4862,2,-0.15960703,,
8065,GaAlS2+SeGaAlTe-1,0.811,Indirect,3.775,0.009,0.2563,0.5755,0,2,0.12965525,,
8066,GaAlS2+SeGaAlTe-2,0.949,Indirect,3.771,0.0374,0.2218,0.576,0.0002,2,0.12866187,,
8067,GaAlS2+SeGaAlTe-3,1.323,Indirect,3.778,0.3502,0.0277,0.5752,0,1,0.1351576,,
8068,GaAlS2+SeInAlS-1,0.887,Indirect,3.688,0.2125,0.0943,0.7434,0.0013,5,-0.08680673,,
8069,GaAlS2+SeInAlS-2,0.77,Indirect,3.693,0.1513,0.1247,0.7441,0,5,-0.05952717,,
8070,GaAlS2+SeInAlS-3,0.953,Indirect,3.694,0.2968,0.0083,0.7425,0.0005,1,-0.07835123,,
8071,GaAlS2+SeInAlTe-1,1.154,Direct,3.832,0.0428,0.5271,0.5808,0.0001,2,0.34967035,,
8072,GaAlS2+SeInAlTe-2,1.064,Direct,3.833,0.0266,0.5296,0.6049,0.0002,2,0.35703561,,
8073,GaAlS2+SeInAlTe-3,1.04,Indirect,3.829,0.3014,0.0013,0.0529,0.5361,2,0.36035987,,
8074,GaAlS2+SeInGaS-1,1.103,Indirect,3.707,0.0388,0.253,0.7443,0.0012,2,-0.05630909,,
8075,GaAlS2+SeInGaS-2,1.27,Direct,3.712,0.5891,0.0484,0.7431,0,1,-0.03345072,,
8076,GaAlS2+SeInGaS-3,1.339,Direct,3.703,0.5952,0.0428,0.744,0.0004,1,-0.04919901,,
8077,GaAlS2+SeInGaTe-1,0.596,Direct,3.832,0.0607,0.5187,0.6971,0,2,0.37534519,,
8078,GaAlS2+SeInGaTe-2,0.832,Direct,3.84,0.0405,0.5205,0.6949,0.0002,2,0.37379019,,
8079,GaAlS2+SeInGaTe-3,1.234,Direct,3.837,0.0755,0.4954,0.6963,0,2,0.38287037,,
8080,GaAlS2+SGaAlSe-1,1.713,Indirect,3.641,0.0528,0.2383,0.2963,0.2823,5,-0.15002963,,
8081,GaAlS2+SGaAlSe-2,1.714,Indirect,3.648,0.0872,0.1888,0.2974,0.283,6,-0.1489059,,
8082,GaAlS2+SGaAlSe-3,1.364,Indirect,3.64,0.3244,0.0095,0.0555,0.5164,2,-0.14487068,,
8083,GaAlS2+SGaAlTe-1,0.847,Indirect,3.73,0.0323,0.2434,0.5815,0,2,0.008703,,
8084,GaAlS2+SGaAlTe-2,0.66,Indirect,3.717,0.0548,0.214,0.583,0.0002,5,-0.00172609,,
8085,GaAlS2+SGaAlTe-3,0.984,Indirect,3.726,0.3784,0.0094,0.5821,0,1,0.0151848,,
8086,GaAlS2+SInAlSe-1,1.55,Indirect,3.715,0.3041,0.0365,0.1367,0.4533,5,-0.04187766,,
8087,GaAlS2+SInAlSe-2,1.705,Indirect,3.707,0.0775,0.1947,0.2051,0.3852,6,-0.03502961,,
8088,GaAlS2+SInAlSe-3,0.894,Indirect,3.712,0.3398,0.0056,0.0302,0.5478,2,-0.03627969,,
8089,GaAlS2+SInAlTe-1,1.368,Direct,3.792,0.0529,0.5123,0.5728,0,2,0.22508893,,
8090,GaAlS2+SInAlTe-2,1.043,Direct,3.798,0.0251,0.532,0.5716,0.0002,2,0.21917925,,
8091,GaAlS2+SInAlTe-3,1.001,Indirect,3.795,0.2936,0.0009,0.0388,0.5432,2,0.23600974,,
8092,GaAlS2+SInGaSe-1,1.666,Indirect,3.718,0.0426,0.2489,0.2015,0.4153,5,-0.01612022,,
8093,GaAlS2+SInGaSe-2,1.707,Indirect,3.715,0.0953,0.2051,0.1275,0.4731,6,-0.01491145,,
8094,GaAlS2+SInGaSe-3,1.444,Indirect,3.717,0.4767,0.024,0.0505,0.5345,2,-0.00736522,,
8095,GaAlS2+SInGaTe-1,0.801,Direct,3.802,0.0635,0.5117,0.7012,0,2,0.24497926,,
8096,GaAlS2+SInGaTe-2,0.782,Direct,3.807,0.0474,0.5148,0.6995,0.0002,2,0.23720374,,
8097,GaAlS2+SInGaTe-3,1.211,Indirect,3.805,0.5228,0.016,0.7023,0,1,0.25628903,,
8098,GaAlS2+TeGaAlS-1,-0.123,Indirect,3.719,0.0146,0.26,0.7096,0.0003,3,-0.04287084,,
8099,GaAlS2+TeGaAlS-2,0.177,Indirect,3.717,0.0877,0.173,0.7128,0,5,-0.00252218,,
8100,GaAlS2+TeGaAlS-3,0.298,Indirect,3.722,0.167,0.1029,0.7103,0.0002,5,-0.02651088,,
8101,GaAlS2+TeGaAlSe-1,-0.009,Indirect,3.767,0.0077,0.2582,0.7036,0.0004,3,0.09932347,,
8102,GaAlS2+TeGaAlSe-2,0.42,Indirect,3.771,0.0365,0.2205,0.7036,0,2,0.12560967,,
8103,GaAlS2+TeGaAlSe-3,0.57,Indirect,3.76,0.0823,0.1863,0.7057,0.0002,5,0.11393195,,
8104,GaAlS2+TeInAlS-1,-0.414,Indirect,3.745,0.2388,0.0881,0.7079,0.0004,3,0.04965059,,
8105,GaAlS2+TeInAlS-2,-0.43,Indirect,3.739,0.2954,0.0294,0.707,0,3,0.09524145,,
8106,GaAlS2+TeInAlS-3,-0.427,Indirect,3.728,0.304,0.0308,0.6981,0.0035,3,0.07699896,,
8107,GaAlS2+TeInAlSe-1,-0.167,Indirect,3.797,0.0994,0.2023,0.7087,0.0007,3,0.25673758,,
8108,GaAlS2+TeInAlSe-2,-0.107,Indirect,3.804,0.216,0.0914,0.7074,0,3,0.29023773,,
8109,GaAlS2+TeInAlSe-3,-0.013,Indirect,3.815,0.2719,0.0593,0.7067,0.0002,3,0.27481727,,
8110,GaAlS2+TeInGaS-1,-0.254,Indirect,3.766,0.207,0.1753,0.7098,0.0005,3,0.12115754,,
8111,GaAlS2+TeInGaS-2,-0.201,Indirect,3.764,0.539,0.0101,0.7125,0,3,0.17116287,,
8112,GaAlS2+TeInGaS-3,-0.148,Indirect,3.771,0.4516,0.0453,0.71,0.0002,3,0.14404263,,
8113,GaAlS2+TeInGaSe-1,-0.111,Indirect,3.821,0.054,0.2395,0.7065,0.0005,3,0.29848817,,
8114,GaAlS2+TeInGaSe-2,0.026,Direct,3.829,0.2383,0.3604,0.7088,0,5,0.33178549,,
8115,GaAlS2+TeInGaSe-3,0.057,Direct,3.822,0.2191,0.3605,0.7071,0.0003,5,0.3213434,,
8116,GaAlSe2+GaAlTe2-1,0.835,Direct,3.939,0.0695,0.5031,0.6739,0.002,2,0.01651923,,
8117,GaAlSe2+GaAlTe2-2,0.942,Direct,3.94,0.0345,0.5193,0.6754,0,2,0.03087273,,
8118,GaAlSe2+GaAlTe2-3,1.263,Indirect,3.939,0.048,0.511,0.1587,0.4296,5,0.02929617,,
8119,GaAlSe2+In2SeTe-1,0.203,Direct,3.995,0.0907,0.4848,0.6902,0.0014,2,0.13803757,,
8120,GaAlSe2+In2SeTe-2,0.755,Direct,3.985,0.1838,0.3954,0.6926,0,5,0.15527567,,
8121,GaAlSe2+In2SeTe-3,0.608,Direct,3.989,0.1028,0.4576,0.6904,0.0007,2,0.14974036,,
8122,GaAlSe2+In2SSe-1,1.327,Indirect,3.887,0.2385,0.3436,0.2334,0.397,6,-0.12803637,,
8123,GaAlSe2+In2SSe-2,1.046,Indirect,3.883,0.51,0.0993,0.0532,0.5392,2,-0.11274329,,
8124,GaAlSe2+In2SSe-3,1.211,Indirect,3.882,0.456,0.1477,0.0882,0.5131,5,-0.11964233,,
8125,GaAlSe2+In2STe-1,0.126,Direct,3.953,0.1035,0.4692,0.6946,0.0013,2,0.02833001,,
8126,GaAlSe2+In2STe-2,0.688,Direct,3.959,0.4136,0.1987,0.6963,0,5,0.05316602,,
8127,GaAlSe2+In2STe-3,0.547,Direct,3.942,0.2195,0.354,0.6955,0.0008,5,0.04472182,,
8128,GaAlSe2+InAlS2-1,1.108,Indirect,3.742,0.2819,0.0074,0.1259,0.4754,5,-0.18645536,,
8129,GaAlSe2+InAlS2-2,1.604,Indirect,3.744,0.2177,0.0625,0.2474,0.3505,6,-0.16708292,,
8130,GaAlSe2+InAlS2-3,0.707,Indirect,3.741,0.2829,0.0043,0.0534,0.5329,2,-0.18012586,,
8131,GaAlSe2+InAlSe2-1,1.406,Indirect,3.839,0.2982,0.0343,0.1794,0.4288,5,-0.18194641,,
8132,GaAlSe2+InAlSe2-2,1.426,Indirect,3.842,0.1747,0.1257,0.7309,0,5,-0.15809101,,
8133,GaAlSe2+InAlSe2-3,1.095,Indirect,3.842,0.318,0.0103,0.0774,0.5157,2,-0.17180902,,
8134,GaAlSe2+InAlTe2-1,0.227,Direct,3.999,0.0681,0.5039,0.6883,0.0015,2,0.16442173,,
8135,GaAlSe2+InAlTe2-2,0.155,Direct,3.992,0.0463,0.5069,0.6896,0,2,0.19334196,,
8136,GaAlSe2+InAlTe2-3,0.698,Direct,4.001,0.0413,0.5105,0.689,0.0006,2,0.1756403,,
8137,GaAlSe2+InGaS2-1,1.278,Indirect,3.755,0.582,0.0589,0.1981,0.4244,5,-0.19441503,,
8138,GaAlSe2+InGaS2-2,1.204,Indirect,3.758,0.5916,0.0485,0.1241,0.4762,5,-0.18329964,,
8139,GaAlSe2+InGaS2-3,0.94,Indirect,3.755,0.5916,0.0524,0.0738,0.5231,2,-0.18813118,,
8140,GaAlSe2+InGaSe2-1,1.291,Indirect,3.849,0.4226,0.186,0.2858,0.3572,6,-0.16613324,,
8141,GaAlSe2+InGaSe2-2,1.295,Indirect,3.85,0.5157,0.1072,0.1509,0.4588,5,-0.15572823,,
8142,GaAlSe2+InGaSe2-3,1.117,Indirect,3.848,0.5496,0.0749,0.1138,0.4946,2,-0.15877937,,
8143,GaAlSe2+InGaTe2-1,0.233,Direct,4.004,0.0947,0.4896,0.6888,0.0015,2,0.17856423,,
8144,GaAlSe2+InGaTe2-2,0.468,Direct,4.002,0.072,0.4915,0.6918,0,2,0.19661554,,
8145,GaAlSe2+InGaTe2-3,0.615,Direct,4.006,0.0599,0.5015,0.6881,0.0006,2,0.19113724,,
8146,GaAlSe2+SeGaAlS-2,1.656,Indirect,3.737,0.2002,0.0642,0.3047,0.283,6,-0.15431571,,
8147,GaAlSe2+SeGaAlS-1,1.538,Indirect,3.73,0.2258,0.0533,0.3002,0.3009,5,-0.1777858,,
8148,GaAlSe2+SeGaAlTe-1,1.431,Indirect,3.863,0.1839,0.3879,0.2823,0.2999,6,-0.13843315,,
8149,GaAlSe2+SeGaAlS-3,1.304,Indirect,3.727,0.2572,0.0107,0.1225,0.4673,5,-0.17042598,,
8150,GaAlSe2+SeGaAlTe-2,1.475,Direct,3.87,0.0844,0.4751,0.562,0.0003,2,-0.13504226,,
8151,GaAlSe2+SeGaAlTe-3,1.255,Indirect,3.864,0.3802,0.0188,0.1091,0.4774,2,-0.13104453,,
8152,GaAlSe2+SeInAlS-1,1.256,Indirect,3.793,0.2798,0.0123,0.7246,0.0114,1,-0.21397016,,
8153,GaAlSe2+SeInAlS-2,1.076,Indirect,3.781,0.2273,0.056,0.7359,0,1,-0.17544754,,
8154,GaAlSe2+SeInAlS-3,0.892,Indirect,3.79,0.2842,0.0045,0.0649,0.5238,2,-0.20708303,,
8155,GaAlSe2+SeInAlTe-1,1.275,Indirect,3.928,0.0751,0.4871,0.1707,0.4304,5,-0.02612267,,
8156,GaAlSe2+SeInAlTe-2,1.352,Indirect,3.915,0.0411,0.5152,0.2452,0.3536,5,-0.00832589,,
8157,GaAlSe2+SeInAlTe-3,1.122,Indirect,3.926,0.2953,0.0025,0.0657,0.526,2,-0.01711977,,
8158,GaAlSe2+SeInGaS-1,1.3,Indirect,3.8,0.5619,0.0733,0.2742,0.3606,5,-0.21136807,,
8159,GaAlSe2+SeInGaS-2,1.029,Indirect,3.805,0.5864,0.0499,0.1176,0.4808,2,-0.18508115,,
8160,GaAlSe2+SeInGaS-3,0.977,Indirect,3.806,0.5892,0.0543,0.1017,0.4987,2,-0.20446769,,
8161,GaAlSe2+SeInGaTe-1,1.165,Indirect,3.93,0.1137,0.4677,0.2631,0.372,5,-0.01053337,,
8162,GaAlSe2+SeInGaTe-2,1.244,Indirect,3.932,0.0836,0.4817,0.2273,0.3977,5,-0.00471021,,
8163,GaAlSe2+SeInGaTe-3,1.256,Indirect,3.937,0.1991,0.3801,0.0906,0.5115,5,-0.00588875,,
8164,GaAlSe2+SGaAlSe-1,1.536,Indirect,3.739,0.3097,0.0193,0.2306,0.3552,5,-0.16982168,,
8165,GaAlSe2+SGaAlSe-2,1.657,Indirect,3.728,0.1801,0.1222,0.3334,0.2563,6,-0.16549877,,
8166,GaAlSe2+SGaAlSe-3,1.198,Indirect,3.738,0.3203,0.0076,0.074,0.5046,2,-0.16405578,,
8167,GaAlSe2+SGaAlTe-1,1.39,Indirect,3.824,0.3762,0.0193,0.224,0.3519,5,-0.17646155,,
8168,GaAlSe2+SGaAlTe-2,1.284,Indirect,3.821,0.1116,0.2007,0.5683,0.0002,5,-0.18690646,,
8169,GaAlSe2+SGaAlTe-3,1.039,Indirect,3.824,0.3883,0.0089,0.0757,0.5044,2,-0.17023872,,
8170,GaAlSe2+SInAlSe-2,1.667,Indirect,3.802,0.187,0.1164,0.2115,0.3823,6,-0.18512541,,
8171,GaAlSe2+SInAlSe-1,1.305,Indirect,3.806,0.3185,0.0106,0.1216,0.4709,5,-0.19702964,,
8172,GaAlSe2+SInAlSe-3,0.872,Indirect,3.805,0.3227,0.0041,0.0388,0.5404,2,-0.19086336,,
8173,GaAlSe2+SInAlTe-1,1.404,Indirect,3.904,0.1679,0.3955,0.1253,0.4665,6,-0.0915477,,
8174,GaAlSe2+SInAlTe-2,1.506,Indirect,3.888,0.0499,0.5051,0.2435,0.3472,5,-0.0885943,,
8175,GaAlSe2+SInAlTe-3,1.088,Indirect,3.898,0.3608,0.0114,0.0515,0.5335,2,-0.08236619,,
8176,GaAlSe2+SInGaSe-1,1.411,Indirect,3.812,0.5398,0.0797,0.1924,0.422,5,-0.1939727,,
8177,GaAlSe2+SInGaSe-2,1.41,Indirect,3.82,0.5335,0.0933,0.1529,0.4538,5,-0.18990856,,
8178,GaAlSe2+SInGaSe-3,1.014,Indirect,3.816,0.5789,0.0488,0.0664,0.5217,2,-0.18714031,,
8179,GaAlSe2+SInGaTe-1,1.297,Direct,3.899,0.2035,0.3808,0.6847,0,5,-0.08254291,,
8180,GaAlSe2+SInGaTe-2,1.239,Direct,3.892,0.1312,0.4367,0.685,0.0008,5,-0.08002339,,
8181,GaAlSe2+SInGaTe-3,1.26,Indirect,3.902,0.5564,0.0114,0.0651,0.5264,2,-0.07421759,,
8182,GaAlSe2+TeGaAlS-1,0.548,Indirect,3.816,0.0634,0.2499,0.695,0.0012,5,-0.20967748,,
8183,GaAlSe2+TeGaAlS-2,0.608,Indirect,3.822,0.2106,0.0606,0.695,0,5,-0.17125014,,
8184,GaAlSe2+TeGaAlS-3,0.702,Indirect,3.81,0.2514,0.0237,0.6964,0.0003,1,-0.20073875,,
8185,GaAlSe2+TeGaAlSe-1,0.749,Indirect,3.856,0.0279,0.2857,0.6897,0.0013,2,-0.15849426,,
8186,GaAlSe2+TeGaAlSe-2,0.923,Indirect,3.855,0.1343,0.1542,0.6905,0,5,-0.13084207,,
8187,GaAlSe2+TeGaAlSe-3,1.063,Indirect,3.86,0.2389,0.0636,0.689,0.0003,5,-0.14978953,,
8188,GaAlSe2+TeInAlS-1,-0.051,Indirect,3.854,0.2692,0.046,0.702,0.0011,3,-0.1721124,,
8189,GaAlSe2+TeInAlS-2,-0.093,Indirect,3.861,0.2672,0.0315,0.7005,0,3,-0.13046645,,
8190,GaAlSe2+TeInAlS-3,0.021,Indirect,3.865,0.2916,0.0133,0.7018,0.0006,1,-0.15669093,,
8191,GaAlSe2+TeInAlSe-1,0.112,Direct,3.907,0.1187,0.4243,0.6976,0.0011,5,-0.078137,,
8192,GaAlSe2+TeInAlSe-2,0.147,Direct,3.911,0.1258,0.4201,0.6972,0,5,-0.0455677,,
8193,GaAlSe2+TeInAlSe-3,0.369,Indirect,3.906,0.3133,0.0274,0.6969,0.0006,1,-0.06544915,,
8194,GaAlSe2+TeInGaS-1,0.002,Indirect,3.88,0.6853,0.0097,0.7026,0.0009,1,-0.14404372,,
8195,GaAlSe2+TeInGaS-2,-0.017,Indirect,3.879,0.6388,0.029,0.7023,0,3,-0.1067305,,
8196,GaAlSe2+TeInGaS-3,0.01,Indirect,3.877,0.6823,0.0094,0.6978,0.002,1,-0.13326852,,
8197,GaAlSe2+TeInGaSe-1,0.053,Direct,3.926,0.2302,0.3519,0.6955,0.0012,5,-0.05183709,,
8198,GaAlSe2+TeInGaSe-2,0.251,Direct,3.921,0.4923,0.1321,0.6991,0,5,-0.02655679,,
8199,GaAlSe2+TeInGaSe-3,0.314,Direct,3.927,0.4712,0.1394,0.6978,0.0006,5,-0.04013315,,
8200,GaAlTe2+In2SeTe-1,1.026,Indirect,4.16,0.4277,0.1872,0.2827,0.327,6,-0.22500171,,
8201,GaAlTe2+In2SeTe-2,0.806,Indirect,4.16,0.5029,0.1157,0.1179,0.4531,5,-0.21578894,,
8202,GaAlTe2+In2SeTe-3,0.933,Indirect,4.154,0.5307,0.0924,0.1491,0.4313,5,-0.21475161,,
8203,GaAlTe2+In2SSe-1,0.942,Indirect,4.054,0.5327,0.1036,0.2076,0.3851,5,-0.21300035,,
8204,GaAlTe2+In2SSe-2,0.697,Direct,4.038,0.5025,0.116,0,0.6601,2,-0.18842039,,
8205,GaAlTe2+In2SSe-3,0.764,Indirect,4.053,0.5341,0.0988,0.1072,0.4591,2,-0.20650199,,
8206,GaAlTe2+In2STe-1,0.962,Indirect,4.126,0.5085,0.1377,0.2683,0.3333,6,-0.24302054,,
8207,GaAlTe2+In2STe-2,0.677,Indirect,4.117,0.5032,0.122,0.1305,0.44,5,-0.22350817,,
8208,GaAlTe2+In2STe-3,0.863,Indirect,4.126,0.5658,0.0828,0.138,0.4336,5,-0.23623649,,
8209,GaAlTe2+InAlS2-1,0.233,Direct,3.943,0.4464,0.0708,0.0006,0.6736,2,0.09962807,,
8210,GaAlTe2+InAlS2-2,0.659,Direct,3.938,0.4783,0.0157,0,0.6751,2,0.13031828,,
8211,GaAlTe2+InAlS2-3,0.001,Direct,3.941,0,0.6742,0,0.6743,1,0.10439016,,
8212,GaAlTe2+InAlSe2-1,0.892,Indirect,4.004,0.4264,0.0794,0.1877,0.3908,5,-0.14255163,,
8213,GaAlTe2+InAlSe2-2,1.082,Direct,4.002,0.4399,0.0428,0,0.665,2,-0.11431676,,
8214,GaAlTe2+InAlSe2-3,0.549,Direct,4.001,0.4229,0.0815,0,0.6651,2,-0.13474342,,
8215,GaAlTe2+InAlTe2-1,1.145,Indirect,4.167,0.2706,0.133,0.2168,0.3538,6,-0.21606895,,
8216,GaAlTe2+InAlTe2-2,1.167,Indirect,4.164,0.2305,0.1611,0.6709,0,5,-0.19284698,,
8217,GaAlTe2+InAlTe2-3,0.964,Indirect,4.168,0.3386,0.0202,0.1107,0.4492,2,-0.20802706,,
8218,GaAlTe2+InGaS2-1,0.267,Direct,3.96,0.5402,0.1011,0.0007,0.6707,2,0.0347412,,
8219,GaAlTe2+InGaS2-2,0.001,Direct,3.958,0,0.6713,0,0.6713,1,0.05754999,,
8220,GaAlTe2+InGaS2-3,0.014,Direct,3.96,0.5056,0.1281,0,0.671,5,0.03866308,,
8221,GaAlTe2+InGaSe2-1,0.768,Indirect,4.016,0.537,0.1071,0.299,0.3204,5,-0.16617292,,
8222,GaAlTe2+InGaSe2-2,0.599,Direct,4.016,0.5131,0.1062,0,0.663,2,-0.14933641,,
8223,GaAlTe2+InGaSe2-3,0.552,Direct,4.012,0.5286,0.1122,0.0001,0.6645,2,-0.15888554,,
8224,GaAlTe2+InGaTe2-1,1.022,Indirect,4.168,0.3783,0.1425,0.3125,0.2958,6,-0.21434747,,
8225,GaAlTe2+InGaTe2-2,0.962,Indirect,4.165,0.4703,0.0564,0.234,0.3578,5,-0.19859471,,
8226,GaAlTe2+InGaTe2-3,0.926,Indirect,4.169,0.4907,0.0452,0.1822,0.4023,5,-0.20506533,,
8227,GaAlTe2+SeGaAlS-1,0.531,Direct,3.917,0.4991,0.0454,0.0004,0.6781,2,0.20253095,,
8228,GaAlTe2+SeGaAlS-2,0.642,Direct,3.917,0.5146,0.0111,0,0.6791,2,0.23792562,,
8229,GaAlTe2+SeGaAlS-3,0.212,Direct,3.916,0.4946,0.0492,0,0.679,2,0.20689572,,
8230,GaAlTe2+SeGaAlTe-1,0.861,Indirect,4.029,0.5343,0.0657,0.2637,0.3038,5,-0.16904083,,
8231,GaAlTe2+SeGaAlTe-2,1.196,Indirect,4.034,0.5613,0.0405,0.3499,0.2188,5,-0.16770928,,
8232,GaAlTe2+SeGaAlTe-3,0.705,Direct,4.027,0.529,0.0685,0,0.6604,2,-0.16186144,,
8233,GaAlTe2+SeInAlS-1,0.638,Direct,3.969,0.4304,0.0857,0.0053,0.6662,2,-0.03766822,,
8234,GaAlTe2+SeInAlS-2,0.786,Direct,3.971,0.4582,0.0197,0,0.6695,2,0.00313562,,
8235,GaAlTe2+SeInAlS-3,0.31,Direct,3.967,0.421,0.0939,0,0.6704,2,-0.03122379,,
8236,GaAlTe2+SeInAlTe-1,1.244,Indirect,4.092,0.3093,0.0128,0.1758,0.3894,5,-0.23226682,,
8237,GaAlTe2+SeInAlTe-2,1.427,Indirect,4.091,0.1853,0.2082,0.2514,0.3178,6,-0.21304306,,
8238,GaAlTe2+SeInAlTe-3,0.982,Indirect,4.097,0.3115,0.0076,0.0893,0.4645,2,-0.22576022,,
8239,GaAlTe2+SeInGaS-1,0.713,Direct,3.986,0.5392,0.1163,0.0063,0.663,2,-0.08960398,,
8240,GaAlTe2+SeInGaS-2,0.115,Direct,3.995,0.5122,0.1026,0,0.6656,2,-0.05600982,,
